id,last_scraped,source,name,description,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
1810397,2024-06-22,city scrape,3Bed/2.5Bath Luxury Triplex South End's Union Park,"Voted as the most successful AirBnb property in MA by the Huffington Post. Located in Boston's trendy South End, our Victorian brownstone triplex is located on one of the most desirable streets.  Steps away from some of the best restaurants, boutiques and galleries.<br /><br />Here is a link to a recent video of the interior space: <br /><br />https://youtu.be/6it4IwVnSF0",9485021,2013-10-17,within a day,80%,0%,f,South End,1,1,"['email', 'phone']",t,South End,42.34279,-71.0711,Entire townhouse,Entire home/apt,8,2.5,3.0,4.0,"[""Central air conditioning"", ""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Pool table"", ""Bidet"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Game console"", ""Hot water"", ""Bathtub"", ""Kitchen"", ""Cleaning products"", ""Shampoo"", ""Various body soap"", ""Essentials"", ""Hangers"", ""Dryer"", ""Patio or balcony"", ""TV with standard cable"", ""Dishes and silverware"", ""Sono sound system"", ""Host greets you"", ""Extra pillows and blankets"", ""Private backyard \u2013 Fully fenced"", ""Luggage dropoff allowed"", ""Room-darkening shades"", ""Smoke alarm"", ""BBQ grill: charcoal, gas"", ""Babysitter recommendations"", ""Wifi"", ""Private entrance"", ""Refrigerator"", ""Pets allowed"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",985.0,5,1125,t,24,54,84,359,2024-06-22,50,2014-06-28,2023-04-07,4.96,4.94,4.91,4.91,4.96,4.98,4.7,f,1,0.41
2014882,2024-06-22,city scrape,1 bedroom and private bathroom,"A country feel in Brighton center. Upstairs twin beds with your own private bathroom. Located on a quiet street. 10 minutes away from the B train and 5 minutes away from all major buses. Within walking distance to Boston College.  We have a large refrigerator. Snacks, cereal and milk are available. Hot water and microwave available. Dishes are also available if you need. NO PRIVATE PARKING AVAILABLE. There are always spots available on the side streets.",1521296,2011-12-20,within an hour,100%,100%,t,Allston-Brighton,2,3,"['email', 'phone']",t,Brighton,42.34245,-71.15758,Private room in home,Private room,2,1.0,1.0,2.0,"[""Free street parking"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Dedicated workspace"", ""Hot water"", ""Air conditioning"", ""Body soap"", ""Freezer"", ""Microwave"", ""Hot water kettle"", ""Cleaning products"", ""Shampoo"", ""Ceiling fan"", ""Essentials"", ""Hangers"", ""Lock on bedroom door"", ""TV with standard cable"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Keypad"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Wifi"", ""Refrigerator"", ""Heating"", ""Hair dryer"", ""Iron""]",80.0,3,20,t,7,17,37,112,2024-06-22,319,2014-06-21,2024-06-19,4.71,4.75,4.69,4.88,4.79,4.73,4.7,t,2,2.62
2021483,2024-06-22,city scrape,Spacious Updated 2 Bed Boston Condo w/ Deck,Rent 2 bed/2 bath/2 living rooms in South Boston - so close to Downtown Boston with many stores and restaurants in walking distance. Very spacious & comfortable feel with a back deck & BBQ Grill. 1300 sq. ft.,10197317,2013-11-22,within an hour,100%,45%,f,South Boston,5,5,"['email', 'phone']",t,South Boston,42.3358,-71.04948,Entire condo,Entire home/apt,6,2.0,2.0,4.0,"[""Laundromat nearby"", ""Central air conditioning"", ""Courtyard view"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Single level home"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Outdoor dining area"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Stainless steel gas stove"", ""Cleaning products"", ""Shampoo"", ""Stainless steel single oven"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Wine glasses"", ""Toaster"", ""Sound system with aux"", ""Dishes and silverware"", ""Garden view"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Baking sheet"", ""HDTV with Hulu, Amazon Prime Video, Netflix, standard cable, Chromecast"", ""Barbecue utensils"", ""Clothing storage: closet"", ""Luggage dropoff allowed"", ""Dove body soap"", ""Private patio or balcony"", ""Room-darkening shades"", ""Portable fans"", ""Smoke alarm"", ""Outdoor furniture"", ""Free dryer \u2013 In unit"", ""Central heating"", ""Wifi"", ""Smart lock"", ""Private entrance"", ""Private BBQ grill: gas"", ""Refrigerator"", ""Sun loungers"", ""Shared beach access"", ""Hair dryer"", ""Iron""]",500.0,29,1125,t,10,40,66,156,2024-06-22,21,2016-07-22,2024-05-24,4.86,4.86,4.81,4.9,4.95,4.95,4.62,f,5,0.22
2021489,2024-06-22,city scrape,Spacious Updated Boston Room/Condo,Rent 1 bed/1 bath & have access to your own living room in South Boston - so close to Downtown Boston with many stores and restaurants in walking distance. Perfect for conventions at the BCEC! Spacious open floor plan & comfortable feel. You will have the run of the first floor.,10197317,2013-11-22,within an hour,100%,45%,f,South Boston,5,5,"['email', 'phone']",t,South Boston,42.33375,-71.04767,Private room in condo,Private room,3,1.0,1.0,1.0,"[""Baby safety gates"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Free parking on premises"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Shared patio or balcony"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Beach access \u2013 Beachfront"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""Lock on bedroom door"", ""Lockbox"", ""TV with standard cable"", ""Dishes and silverware"", ""Ethernet connection"", ""Baking sheet"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Private living room"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Shower gel"", ""Smoke alarm"", ""Wifi"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",220.0,29,1125,t,27,57,87,362,2024-06-22,85,2016-04-17,2023-08-11,4.73,4.82,4.79,4.96,4.99,4.79,4.73,f,5,0.85
2183117,2024-06-22,city scrape,I bdrm in Boston/Allston/Brookline,"Location, Location!!!  <br />Fabulous sunlit 1 bd 1 bath, 2nd floor... huge balcony, feels like an additional room. Walk score -  93 out of 100.<br />Between Boston University and Boston College in a private Radcliffe Road. See photo of the building. Easy reach to all major universities and colleges as well as to principal  tourist attractions. <br />20-35 min by subway (Green line B) to Downtown Boston<br />15-25 min by bus 66 -->Harvard Square.<br />20 min by bus 66 --> Longwood Medical Area",11132354,2014-01-08,within an hour,100%,86%,f,Allston-Brighton,1,1,"['email', 'phone']",f,Allston,42.34995,-71.13427,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Coffee maker"", ""Cooking basics"", ""Dedicated workspace"", ""Private hot tub"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Hangers"", ""Dryer"", ""TV with standard cable"", ""Dishes and silverware"", ""Host greets you"", ""Private patio or balcony"", ""Smoke alarm"", ""Wifi"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron"", ""Washer""]",130.0,30,120,t,6,16,16,104,2024-06-22,53,2015-01-25,2024-05-31,4.83,4.83,4.7,4.9,4.94,4.79,4.71,f,1,0.46
2215762,2024-06-22,city scrape,"The Clare - The Upton Boston, South End","See more photos at our IG @theuptonboston<br /><br />Housed in The Upton's brownstone, you are minutes from restaurants, shopping, galleries, site seeing, & or your family in the South End. The Clare apartment is natural light filled & boasts historic charm. We love how the apartment maintains peacefulness & has a spacious feel perfect for working remote. A laptop desk is stored in addition. The Clare has an original Victorian layout, wood, & doors from the 20th century.",5430185,2013-03-12,within an hour,100%,97%,t,South End,8,8,"['email', 'phone']",t,South End,42.342121,-71.075073,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Beekman conditioner"", ""Bloomberg stainless steel electric stove"", ""Free dryer \u2013 In building"", ""Beekman shampoo"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Paid street parking off premises"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Body soap"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Cleaning products"", ""Ceiling fan"", ""Essentials"", ""Hangers"", ""Oven"", ""Coffee maker: french press"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""City skyline view"", ""TV with HBO Max, Hulu, Netflix, premium cable, Roku, standard cable"", ""Baking sheet"", ""Extra pillows and blankets"", ""Coffee"", ""Shower gel"", ""Room-darkening shades"", ""Portable fans"", ""Smoke alarm"", ""Fast wifi \u2013 498 Mbps"", ""Central heating"", ""Window AC unit"", ""Smart lock"", ""Clothing storage: walk-in closet"", ""Refrigerator"", ""Exterior security cameras on property"", ""Hair dryer"", ""Paid parking lot on premises \u2013 2 spaces"", ""Iron""]",259.0,3,365,t,18,48,78,160,2024-06-22,84,2014-05-04,2024-06-03,4.82,4.76,4.86,4.9,4.93,4.94,4.62,f,7,0.68
2277821,2024-06-22,city scrape,Sparkling New 2BR / 2BA in Back Bay,"Our recently gut-renovated two bedroom apartment is located in the heart of the Back Bay and is just steps to Newbury St., Boylston St., the Hynes Convention Center, Prudential Center, Boston Marathon Finish Line, Charles River Esplanade, and everything else that Back Bay Boston has to offer.<br /><br />This 1,000 sqft floor-through, features central heat & air conditioning, 2 bedrooms, 2 marble bathrooms, an open gourmet kitchen, cable and fast internet & wifi!",9410008,2013-10-13,within an hour,100%,100%,t,Back Bay,21,48,"['email', 'phone']",f,Back Bay,42.34877,-71.08418,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,"[""Pack \u2019n play/Travel crib - always at the listing"", ""Central air conditioning"", ""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Paid parking off premises"", ""Hot water"", ""Body soap"", ""Conditioner"", ""55 inch HDTV with standard cable"", ""Freezer"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""Oven"", ""Pocket wifi"", ""Wine glasses"", ""Toaster"", ""Lockbox"", ""Dishes and silverware"", ""Ethernet connection"", ""Baking sheet"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Coffee"", ""Luggage dropoff allowed"", ""Shower gel"", ""Room-darkening shades"", ""Smoke alarm"", ""Paid washer \u2013 In building"", ""Paid dryer \u2013 In building"", ""Central heating"", ""Wifi"", ""Refrigerator"", ""Stove"", ""Coffee maker: Keurig coffee machine"", ""Exterior security cameras on property"", ""Hair dryer"", ""Iron""]",571.0,10,365,t,5,35,65,196,2024-06-22,191,2014-04-03,2024-06-03,4.96,4.98,4.99,4.97,4.99,4.98,4.75,t,19,1.53
2381143,2024-06-22,city scrape,Sunny 1 Bedroom,A charming newly renovated 2-room apartment on the second floor of a brick house. Located in a tree-lined family neighborhood on a quiet street in the best area of Brighton - between Cleveland Circle and Brighton Center. Lots of sunlight.,12165186,2014-02-11,within a few hours,100%,89%,t,Allston-Brighton,3,6,"['email', 'phone']",t,Brighton,42.34391,-71.15628,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Smoke alarm"", ""Essentials"", ""Dryer"", ""Wifi"", ""Air conditioning"", ""Free parking on premises"", ""Heating"", ""Carbon monoxide alarm"", ""Kitchen"", ""Washer""]",75.0,91,1125,t,29,54,54,227,2024-06-22,10,2014-12-06,2024-05-17,4.9,4.8,4.8,4.9,4.8,4.9,4.9,f,3,0.09
3229255,2024-06-22,city scrape,1bd Boston apt - Convenient & quiet,"PRIVATE 1bd apt in city neighborhood of Roslindale.<br /><br />Closest AirBnB to Rosi Square. Trains to downtown (15mins) just 2 mins away. WalkScore of 89- steps from restaurants, groceries. Full kitchen, wifi, unrestricted on-street parking. Value!",16343599,2014-06-03,within an hour,100%,89%,t,Roslindale,2,3,"['email', 'phone']",t,Roslindale,42.28657,-71.13236,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,"[""Board games"", ""Fire extinguisher"", ""Free street parking"", ""Bed linens"", ""Long term stays allowed"", ""Shared backyard \u2013 Fully fenced"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Dining table"", ""Coffee maker"", ""Shared patio or balcony"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Bathtub"", ""Body soap"", ""Outdoor dining area"", ""Conditioner"", ""Freezer"", ""Microwave"", ""Pack \u2019n play/Travel crib - available upon request"", ""Kitchen"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Cleaning products"", ""Shampoo"", ""Books and reading material"", ""Essentials"", ""Hangers"", ""Oven"", ""Dryer"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Baking sheet"", ""Extra pillows and blankets"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Outdoor furniture"", ""Portable fans"", ""Smoke alarm"", ""Fire pit"", ""High chair"", ""Central heating"", ""Wifi"", ""Window AC unit"", ""Private entrance"", ""Refrigerator"", ""Stove"", ""TV with Roku"", ""Hair dryer"", ""Iron""]",161.0,2,1125,t,6,29,59,152,2024-06-22,163,2014-08-02,2024-06-08,4.86,4.9,4.93,4.96,4.98,4.84,4.81,f,1,1.35
3294152,2024-06-22,city scrape,"Garden Suite near subway, beach","Deliciously cool in summer, cozy in winter, this one-bedroom suite with private galley kitchen, conservatory, private bathroom and living room, opens onto large deck, giant trees and hillside garden; on ground floor of charming Victorian hill-top house. Quiet residential neighborhood,  fast walk to subway station, four stops to historic and financial center.  STR443035",9898255,2013-11-09,within a few hours,100%,88%,t,Dorchester,3,3,"['email', 'phone']",t,Dorchester,42.31281,-71.06098,Entire guest suite,Entire home/apt,4,1.0,1.0,1.0,"[""Backyard"", ""Board games"", ""Mini fridge"", ""Laundromat nearby"", ""Baby safety gates"", ""Fire extinguisher"", ""Free street parking"", ""Free parking on premises"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Clothing storage: closet and dresser"", ""Dining table"", ""Safe"", ""Cooking basics"", ""Dedicated workspace"", ""Harbor view"", ""Paid parking on premises"", ""Bread maker"", ""Hot water"", ""Beach access \u2013 Beachfront"", ""Air conditioning"", ""Body soap"", ""Outdoor dining area"", ""Conditioner"", ""Freezer"", ""Bikes"", ""Children\u2019s books and toys"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Cleaning products"", ""Shampoo"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Dryer"", ""Wine glasses"", ""Toaster"", ""TV with standard cable"", ""City skyline view"", ""Pack \u2019n play/Travel crib"", ""Garden view"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Baking sheet"", ""Barbecue utensils"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Private patio or balcony"", ""Shower gel"", ""Outdoor furniture"", ""Smoke alarm"", ""Bay view"", ""Coffee maker: pour-over coffee"", ""Central heating"", ""Wifi"", ""Private entrance"", ""Beach essentials"", ""Refrigerator"", ""Stove"", ""Hair dryer"", ""Iron"", ""Washer"", ""Crib""]",131.0,2,40,t,5,9,12,237,2024-06-22,252,2014-07-01,2024-06-02,4.54,4.66,4.54,4.82,4.8,4.59,4.54,f,3,2.07
3343428,2024-06-22,city scrape,"AKBrownstone: custom-built, park garden view by T","🏠 Live like a local: custom built, spacious room, in a classic Boston Brownstone <br />🚾  Frequently professionally maintained home, clean shared bathroom<br />🚇  5 min walk to the T (subway), 3rd stop to Back Bay city center <br />👣  Walk to Longwood Medical Area, Museum of Fine Arts, Northeastern, & Fenway Park<br />🌳 10' ceiling, full daylight from direct sunny south/west large windows overlooking a park & community garden<br />🇺🇸  Located in residential & historic Fort Hill/Highland Park, free street parking",11228809,2014-01-12,within an hour,99%,97%,t,Roxbury,6,14,"['email', 'phone']",t,Roxbury,42.32811,-71.09157,Private room in townhouse,Private room,2,1.0,1.0,2.0,"[""Board games"", ""Fire extinguisher"", ""Free street parking"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Exercise equipment: free weights, yoga mat"", ""Carbon monoxide alarm"", ""Dining table"", ""Self check-in"", ""Cooking basics"", ""Dedicated workspace"", ""Hot water"", ""Bathtub"", ""Body soap"", ""Conditioner"", ""Freezer"", ""Iron"", ""Microwave"", ""Kitchen"", ""Park view"", ""Hot water kettle"", ""Bosch stainless steel gas stove"", ""Cleaning products"", ""Shampoo"", ""Books and reading material"", ""Coffee maker: french press"", ""Essentials"", ""Hangers"", ""First aid kit"", ""Oven"", ""Lock on bedroom door"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Free washer \u2013 In unit"", ""Keypad"", ""Barbecue utensils"", ""Coffee"", ""BBQ grill"", ""Private living room"", ""Luggage dropoff allowed"", ""Shower gel"", ""Portable fans"", ""Drying rack for clothing"", ""Smoke alarm"", ""Clothing storage: wardrobe"", ""Free dryer \u2013 In unit"", ""Window AC unit"", ""Refrigerator"", ""Pets allowed"", ""Heating"", ""Cleaning available during stay"", ""Exterior security cameras on property"", ""Hair dryer"", ""32 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, premium cable, Roku, standard cable, Chromecast"", ""Fast wifi \u2013 95 Mbps""]",114.0,2,110,t,11,38,49,49,2024-06-22,428,2016-01-02,2024-06-12,4.94,4.95,4.96,4.95,4.96,4.65,4.84,f,6,4.15
3520353,2024-06-22,city scrape,Luxury Beacon Hill Apartment 1-BR,"Located in Boston’s historic Beacon Hill Neighborhood, this property combines the richness of a lovingly restored historic building, coupled with a beautifully designed kitchen, bathroom, and living space tailored for modern living.",6508758,2013-05-21,within an hour,100%,100%,t,Beacon Hill,2,2,"['email', 'phone', 'work_email']",t,Beacon Hill,42.35884,-71.06332,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Fire extinguisher"", ""Dishwasher"", ""Bed linens"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Hot water kettle"", ""Shampoo"", ""Washer \u2013\u00a0In unit"", ""Essentials"", ""Hangers"", ""Oven"", ""Dryer \u2013\u00a0In unit"", ""Dishes and silverware"", ""Lockbox"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Indoor fireplace"", ""TV"", ""Wifi"", ""Refrigerator"", ""Stove"", ""Heating"", ""Hair dryer"", ""Iron""]",288.0,91,365,t,28,37,37,271,2024-06-22,253,2014-08-01,2022-10-02,4.8,4.88,4.8,4.85,4.91,4.98,4.75,f,1,2.1
